Days per month,Minuter per login,Lowest level completed,Customer added,Stories watched,Stories completed,Churn
17,75,3,32,511,406.8187586,0
21,87,5,43,983.0125,763.5490342,0
10,84,5,37,389.5,318.4735049,0
8,78,5,44,344.2,282.8231515,1
12,96,5,41,591.4,510.8445239,0
21,75,5,41,808.1875,665.7056562,0
17,40,5,43,366.5,312.0102361,0
26,40,5,39,508,426.8581197,0
31,81,5,38,1193.725,991.3021222,0
7,102,5,45,402.625,341.5902617,0
17,98,4,29,604.925,469.9468909,0
14,84,5,30,442,363.1927932,0
5,84,3,46,242.5,200.8520489,0
10,41,5,24,124,98.88995966,0
15,83,3,33,514.5625,422.9785218,1
13,41,5,36,240.85,185.4503331,0
24,87,5,37,966.7,763.6984871,0
16,93,4,46,856.6,663.6135847,1
16,12,6,42,101.8,81.03056092,0
31,100,5,44,1706,1291.919425,0
0,39,6,42,1,0.86115129,1
13,95,5,36,556.75,427.7187677,0
16,80,7,45,721,584.9169002,0
13,87,5,45,637.1875,520.2756901,0
13,41,5,31,207.5375,163.1985477,0
13,83,6,39,527.0125,405.0435207,0
15,39,6,46,337.375,291.0593084,0
12,41,6,28,173.2,136.4165743,0
14,75,6,44,578.5,455.1533779,0
11,90,5,43,533.125,450.3579479,0
19,99,5,43,1012.0375,758.0681747,0
25,7,4,26,57.875,45.24701143,0
25,90,4,27,760.375,652.7492163,0
19,87,4,35,724.1875,595.1166425,0
9,43,5,42,204.175,159.7701419,0
18,60,6,31,419.5,311.2698968,0
21,62,4,40,652,506.9098915,0
9,76,6,39,334.45,278.824439,1
15,69,5,43,557.3125,480.8391221,1
19,71,5,44,742.95,578.0100046,0
16,93,4,31,577.6,453.1124274,0
13,76,5,44,544.4,377.0865053,0
8,75,6,31,233.5,208.7835108,0
20,54,6,46,622,493.4174613,0
19,95,6,26,587.625,457.8867471,0
7,53,6,35,163.3125,123.5809946,1
13,45,5,29,213.0625,164.8080963,0
14,38,4,46,306.9,231.7457352,0
1,76,4,46,44.7,33.91222544,1
9,94,5,42,445.15,342.266399,0
10,90,5,22,248.5,191.8183867,0
16,96,4,42,807.4,588.5170148,0
27,13,6,39,172.1125,127.0537309,1
12,83,5,41,511.45,426.8067083,0
8,92,2,45,415,348.2701472,0
9,44,4,37,184.15,149.8675522,0
18,75,3,42,709.75,502.8380697,0
17,53,6,46,519.075,407.3743179,0
12,43,6,35,226.75,176.8284451,0
19,94,6,43,960.975,765.3864495,0
12,93,5,43,600.85,518.9445011,0
16,70,4,36,505,399.9345018,0
16,94,2,45,847,666.4438444,0
24,32,5,42,404.2,264.5486874,0
13,95,6,43,664.8125,510.4510208,0
10,44,5,30,166,134.4793232,1
26,92,5,36,1077.4,881.0874851,0
18,84,5,34,643.6,515.4994947,0
10,91,6,34,387.75,319.5499403,0
13,52,6,44,372.8,303.1461667,0
23,90,5,46,1191.25,859.4853865,0
20,40,4,36,361,294.4848261,0
13,95,5,31,479.5625,386.036654,0
1,13,5,45,8.3125,6.212651077,0
10,48,6,14,85,62.60853492,0
21,53,5,45,627.0625,532.106114,0
26,42,5,46,628.9,466.1667195,0
14,36,7,8,51.4,40.79497374,1
16,71,4,31,441.2,337.2226375,0
3,77,5,46,133.825,110.0022299,0
12,83,5,35,436.75,344.4773844,0
11,79,4,44,478.95,372.671773,0
13,46,5,46,344.85,268.7399342,0
14,79,6,43,595.475,489.0792504,0
19,82,5,33,643.675,468.244859,0
8,74,6,46,341.4,246.4270216,0
21,84,7,12,265.6,220.7452751,0
24,74,5,45,1000,805.5913255,0
26,107,5,30,1044.25,896.4442924,1
12,6,5,40,37,25.59198089,0
17,43,4,29,265.9875,227.2364363,0
20,40,5,30,301,231.5602894,0
15,7,4,44,58.75,43.92522984,0
14,88,5,24,370.6,295.4103126,0
19,89,6,40,846.5,683.4497674,0
15,86,6,33,533.125,441.1554695,0
15,41,4,35,270.0625,227.9611467,0
17,83,7,17,300.8375,240.5928527,0
10,86,4,44,474,365.0770082,0
17,39,5,40,332.5,238.5687323,0
18,85,4,42,804.25,605.7565215,0
29,51,5,0,1,0.81037611,0
17,69,4,30,440.875,342.0833119,0
23,92,5,32,847.4,704.6007439,1
19,38,4,44,398.1,316.7309961,0
16,40,6,42,337,265.313681,0
23,83,7,46,1098.675,810.7352007,1
17,102,5,46,998.05,874.0407832,0
16,81,5,0,1,0.74265622,0
13,55,5,38,340.625,246.1313737,0
10,77,5,30,289.75,237.7674865,0
25,77,5,43,1035.6875,896.9232901,0
5,89,5,35,195.6875,167.233827,0
17,46,5,27,264.925,198.8562891,0
17,93,4,46,910.075,692.9181941,0
14,73,6,31,397.025,338.5680534,0
12,70,4,38,400,322.779641,0
29,79,5,36,1031.95,791.2026866,0
27,82,5,38,1052.65,824.3859745,0
4,44,4,45,100,79.44667458,0
16,72,6,45,649,513.8622453,0
13,48,7,44,344.2,287.5751518,0
16,85,4,43,732,526.6386903,0
24,99,6,40,1189,1020.918385,1
18,92,5,0,1,0.744660191,0
31,45,4,35,611.3125,500.9978086,0
9,88,5,39,387.1,288.0844511,0
2,44,5,42,47.2,34.07515364,0
26,49,5,36,574.3,472.2118857,0
16,8,5,29,47.4,37.99406026,0
15,104,3,38,742,612.857887,0
13,41,6,42,280.825,217.0190037,1
22,75,6,26,537.25,441.513714,1
17,70,5,44,655.5,481.1919818,0
15,53,6,24,239.5,189.5107763,0
11,38,7,43,225.675,194.3503116,0
4,86,5,44,190.2,150.4638448,0
9,75,5,38,321.625,247.0738921,0
10,84,5,43,452.5,366.3463087,0
19,82,4,40,780,585.0076968,0
25,94,6,39,1146.625,1015.433228,0
18,90,5,39,790.75,623.2850062,0
17,100,5,0,1,0.81513874,0
14,97,3,33,561.175,472.3045753,0
8,69,3,24,166.6,139.3619133,0
9,33,6,46,171.775,145.1463265,0
4,94,3,41,193.7,146.0930567,0
16,82,4,31,509.4,423.0207545,0
11,83,4,44,503.15,406.2847989,0
12,73,4,24,263.8,219.1127889,0
11,92,4,37,469.05,378.0940546,0
6,85,5,43,275.125,236.3817002,0
15,82,4,13,200.875,159.6649357,0
11,88,7,38,460.8,359.3878121,0
13,45,5,39,286.1875,248.3251072,1
20,41,6,41,421.25,319.2222374,1
25,86,2,41,1102.875,969.3963246,0
12,74,6,20,223,186.2678799,0
8,82,6,30,247,176.158826,0
14,90,5,46,725.5,571.4103129,0
12,38,3,14,80.8,66.29988168,0
24,84,6,43,1084.6,784.406948,1
18,82,5,33,609.85,496.2101127,0
15,36,6,14,95.5,70.40479579,0
31,40,5,41,636.5,517.0594032,0
13,79,8,43,553.0125,384.1451011,1
15,41,5,35,270.0625,220.245423,0
21,76,4,45,898.75,723.4457177,0
16,35,8,40,281,228.4975335,1
14,50,4,10,88.5,73.10613267,0
18,42,6,27,256.15,190.3366439,1
14,74,5,37,480.15,375.9306148,0
10,69,6,43,371.875,312.1767151,0
11,84,7,39,451.45,381.3376604,1
16,9,5,44,80.2,61.25327512,1
22,79,5,43,935.175,706.1955735,0
9,80,5,46,415,353.6374622,0
18,82,5,27,499.15,418.9406483,0
11,78,5,36,387.1,316.689931,0
4,92,6,45,208,162.6587423,1
14,45,5,13,103.375,89.3494931,0
17,87,6,32,592.6,471.5405835,0
14,80,6,38,533,400.5259454,0
30,76,5,32,913,714.9090245,0
15,84,7,37,583.75,473.6120868,1
15,101,5,43,815.3125,649.9306335,0
10,76,5,45,428.5,347.4560642,0
13,39,4,43,273.5125,230.1194169,1
10,78,4,35,342.25,274.708356,0
15,89,5,30,501.625,370.9599286,0
11,79,6,40,435.5,369.7161608,0
13,99,3,38,612.325,485.8701418,0
19,76,3,41,741.05,555.434374,0
24,41,5,36,443.8,353.3752909,0
11,40,5,33,182.5,149.7653334,0
17,100,5,28,596,448.2843977,0
10,45,4,36,203.5,175.8919526,0
15,72,4,39,527.5,426.3177223,0
13,82,4,46,613.95,505.2016508,0
13,47,6,46,352.325,294.7280672,0
2,36,4,39,36.1,27.58255377,1
12,76,6,44,502.6,409.7002387,1
15,39,5,41,300.8125,258.7692036,0
19,87,6,36,744.85,600.599232,0
16,81,5,21,341.2,277.501411,0
21,108,6,44,1248.4,845.4842211,0
17,90,5,35,670.375,528.3683686,1
16,77,7,45,694,556.825,0
18,49,5,38,419.95,351.7907784,0
13,88,7,36,515.8,400.5056375,0
18,88,5,29,575.2,512.0487466,0
16,84,6,46,773.8,649.9874573,0
14,90,5,42,662.5,557.693126,0
10,38,5,46,219.5,170.7537106,1
22,96,5,42,1109.8,906.3413585,0
27,88,6,43,1278.1,995.1959806,0
15,89,4,43,718.5625,579.9332039,0
31,42,5,40,652,552.4930614,0
14,39,5,45,308.125,247.8007342,0
11,12,4,39,65.35,49.39909944,0
8,86,4,44,379.4,297.3421485,1
22,86,5,33,781.45,645.7965116,0
16,84,5,32,538.6,441.6341557,0
10,44,4,42,232,186.7912709,0
18,77,6,43,745.975,632.7034348,0
18,83,4,37,691.975,567.1061093,0
22,45,5,42,520.75,427.8235573,0
25,81,3,31,785.6875,642.3311049,0
16,87,5,22,383.8,299.2647916,1
24,81,6,18,438.4,339.7272133,0
14,76,5,40,533,410.8177217,0
18,52,5,40,469,406.4997083,0
12,60,4,45,406,353.3071898,1
19,90,5,43,920.125,769.2141151,0
20,77,3,46,886.5,732.9701474,0
22,87,5,12,288.1,232.766079,0
17,82,4,45,785.125,621.751066,0
23,44,5,41,519.65,399.4576054,1
11,90,6,42,520.75,427.0347186,1
10,92,6,36,415,307.1950328,0
24,37,6,36,400.6,312.1471385,1
8,32,4,46,148.2,110.7488178,0
20,80,5,42,841,669.9335519,0
8,87,3,29,253.3,217.5336538,0
15,48,4,39,352,305.6563887,0
8,94,6,20,189,158.2006497,1
18,92,6,36,746.2,628.2622913,0
27,47,5,42,667.225,511.365561,0
10,51,7,19,122.125,91.32355715,1
22,31,5,46,393.15,306.7515869,1
20,48,5,28,337,267.9034951,0
16,48,5,20,193,157.7514167,0
14,80,4,42,589,447.0586966,0
11,87,5,38,455.575,331.9830184,0
11,87,6,29,347.9125,305.0361196,0
12,83,7,46,573.7,488.4729599,1
11,89,3,44,539.45,448.6752735,0
21,47,5,42,519.175,401.7846974,0
10,8,6,26,27,21.70066673,0
12,87,4,42,549.1,471.4939161,0
12,75,4,37,417.25,314.9825624,1
18,57,6,4,52.3,47.85787471,0
16,88,6,31,546.6,393.8063026,0
12,44,4,37,245.2,199.9127463,0
10,77,6,45,434.125,339.7431319,0
12,82,6,8,99.4,76.89692143,0
8,89,4,35,312.5,236.7942348,0
10,86,3,41,441.75,360.2781245,0
18,82,5,44,812.8,688.1564996,0
27,96,5,38,1232.2,987.6913674,0
21,70,4,40,736,545.0206432,0
9,11,6,29,36.8875,25.78068435,1
14,93,6,44,717.1,553.6262289,1
3,83,4,40,125.5,97.25013391,1
17,35,5,45,335.6875,297.2283078,0
29,52,5,46,868.1,699.1191369,1
27,70,6,35,827.875,717.5103234,0
15,92,7,29,501.25,419.170519,0
17,42,4,41,366.925,291.1777475,0
16,10,5,45,91,63.04822027,0
31,89,6,46,1587.425,1198.733874,0
12,91,5,17,233.05,180.9926726,1
31,43,4,46,767.475,619.0169561,0
0,102,3,37,1,0.86652303,1
14,52,5,42,383.2,267.0850428,0
18,87,4,38,744.85,603.4888631,0
12,77,5,37,428.35,316.2346809,0
18,60,5,27,365.5,283.9370853,1
13,98,5,42,669.85,565.5544541,0
14,85,5,45,670.375,561.9903342,0
21,48,5,34,429.4,380.741974,0
27,68,5,39,896.05,735.5449438,0
14,31,2,46,250.55,210.1310044,0
14,35,4,38,233.75,184.4759256,0
26,36,4,40,469,404.9322614,0
20,80,5,38,761,587.7700043,0
14,43,3,7,53.675,41.03635919,0
13,48,4,44,344.2,252.355895,0
8,79,5,38,301.2,238.8398709,0
11,45,4,43,267.0625,221.0253967,0
9,88,5,33,327.7,253.6457965,0
17,96,6,41,837.4,663.5149514,0
19,94,3,14,313.55,256.8533793,0
12,87,3,42,549.1,437.3527927,0
31,76,6,32,943.4,700.8629896,0
7,44,4,41,158.85,133.9671306,0
2,79,3,46,91.85,76.38316083,0
14,92,7,37,596.7,447.3197942,1
13,98,4,24,383.2,316.500581,0
15,82,4,27,416.125,375.4457324,0
14,73,4,45,575.875,458.1235721,0
24,94,4,44,1241.8,987.8109159,0
17,5,6,39,42.4375,36.94897275,1
11,84,6,46,532.3,422.855346,0
2,72,5,46,83.8,65.92326095,0
17,79,7,46,773.225,656.9596305,0
16,100,3,46,921,779.7819488,0
20,50,5,31,388.5,303.7564843,0
14,75,6,38,499.75,411.7716048,0
16,75,3,24,361,313.9712273,0
16,38,4,33,251.8,195.4947915,0
17,85,3,38,687.375,499.6439326,0
13,74,4,34,409.85,319.7006397,0
9,75,5,41,346.9375,253.8263298,0
14,85,5,43,640.625,516.8147462,1
14,94,5,33,543.85,479.2008076,0
17,82,4,43,750.275,598.2477129,0
26,6,4,37,73.15,56.69172508,0
13,76,5,45,556.75,482.9172929,0
19,87,5,40,827.5,679.1665387,0
0,81,5,21,1,0.732205288,1
10,75,4,34,319.75,255.5310658,0
19,52,5,46,569.1,455.2629693,0
15,79,5,3,45.4375,34.78051464,0
22,76,8,45,941.5,730.7906314,1
14,94,6,42,691.9,519.7627985,0
31,82,6,44,1399.1,1143.676903,0
15,78,6,43,629.875,489.3700862,0
20,70,4,43,753.5,636.0476707,0
12,92,6,45,622,461.7442768,0
18,87,5,41,803.575,624.3642589,0
12,42,4,39,246.7,189.0591929,1
1,109,8,44,60.95,49.75478488,0
12,91,4,42,574.3,443.5765107,0
12,45,5,45,304.75,225.0826147,1
21,82,4,43,926.575,770.9156345,0
12,59,5,36,319.6,257.2106512,0
17,95,6,29,586.4375,472.5650928,0
6,79,4,43,255.775,203.2452891,0
12,91,7,34,465.1,383.7921294,0
17,83,5,46,812.325,635.0814763,0
16,101,5,42,849.4,651.3802701,0
25,38,4,44,523.5,369.9650939,0
22,37,5,40,408,349.2590984,0
13,86,4,29,406.275,314.6532891,0
21,88,4,43,994.3,834.7734371,0
19,59,6,14,197.175,149.3564511,0
15,35,5,34,224.125,150.8739081,0
3,25,6,46,44.125,34.33866575,1
15,113,8,42,890.875,642.2773154,0
12,87,4,35,457.75,370.2976854,1
19,77,4,43,787.3625,691.8215398,0
12,94,4,27,381.7,279.5720731,0
18,85,5,42,804.25,605.2010219,1
14,89,5,23,359.225,285.3558428,0
21,89,5,45,1052.3125,807.0052032,0
10,76,5,43,409.5,346.7040536,0
10,83,6,38,395.25,343.6516018,0
13,95,6,46,711.125,508.8816103,0
21,67,4,41,722.0875,602.5937034,0
2,40,5,46,47,35.8485761,1
26,75,5,38,927.25,766.8378601,1
13,40,5,26,170,139.2220401,0
10,86,3,39,420.25,297.4929688,0
19,92,6,42,918.7,699.7531139,1
13,40,4,43,280.5,215.7390522,0
19,53,5,43,542.2625,440.0815877,0
17,89,5,29,549.4625,434.8659675,0
7,81,5,46,327.025,265.2978862,0
20,84,5,34,715,569.7350642,0
2,84,7,43,91.3,80.11167488,1
18,44,4,25,248.5,200.4507218,0
3,39,6,35,52.1875,39.36707688,1
12,86,4,34,439.6,351.2049282,0
20,103,7,46,1185.5,1047.35829,0
7,80,6,41,288,238.3549189,0
13,8,6,40,53,42.39750468,0
19,94,5,46,1027.95,804.3397975,0
10,9,5,28,32.5,26.68841497,0
10,112,4,0,1,0.807503342,0
10,62,7,40,311,267.4452825,1
23,88,7,43,1088.9,909.3809028,0
13,51,5,43,357.3625,298.7955062,0
20,88,5,18,397,338.5398525,0
13,70,4,42,478.75,391.0748721,0
16,79,5,41,648.8,532.8312193,0
19,52,3,43,532.05,432.6615672,0
13,88,5,45,644.5,487.3779319,0
10,95,5,29,345.375,272.8260994,0
11,86,6,44,521.3,470.0194372,0
16,89,5,46,819.8,640.0312107,0
10,71,5,39,347.125,293.7487381,0
14,77,5,39,526.525,378.5976768,0
16,40,6,43,345,265.1386466,0
11,42,5,45,260.875,204.0636715,0
15,40,3,44,331,268.1179158,0
11,80,5,34,375,321.27699,0
9,112,5,32,404.2,357.121031,1
19,82,6,46,896.85,716.8207607,0
12,48,5,37,267.4,199.1555453,0
17,32,5,37,252.6,217.5864549,0
31,83,4,43,1383.9875,1099.015821,0
8,54,3,45,244,195.4534404,0
12,101,7,30,455.5,341.5519181,1
17,50,5,39,415.375,339.0842332,0
13,70,6,33,376.375,308.6090332,0
26,74,5,38,914.9,688.5140094,0
14,86,5,13,196.65,162.6534102,1
12,47,4,41,290.05,269.9041492,0
9,85,6,43,412.1875,314.453391,0
22,85,6,44,1029.5,827.6558935,0
22,85,5,31,725.625,565.1632486,1
24,82,3,42,1034.2,873.7058417,0
13,47,5,42,321.775,276.9303269,0
22,47,3,38,492.15,409.4357766,0
13,87,4,39,552.3625,457.2857775,0
17,43,7,37,339.0875,256.7912164,0
10,42,5,36,190,159.4527498,0
24,86,6,37,955.6,735.122824,1
16,89,7,41,730.8,601.0327409,1
20,52,5,46,599,472.3043483,0
18,71,4,17,272.575,194.6393731,0
17,86,6,36,658.9,502.2651,0
6,92,4,43,297.7,230.441993,0
13,42,6,24,164.8,126.834469,0
12,77,5,44,509.2,427.0679281,1
16,89,6,37,659.6,538.0713308,0
12,82,7,46,566.8,438.1066156,0
8,102,6,43,439.6,365.4353701,0
14,94,3,46,757.7,596.7024622,0
14,75,6,44,578.5,433.0627905,0
31,43,6,36,600.85,469.6379011,0
16,39,4,32,250.6,199.8940996,0
23,100,3,42,1208.5,918.189365,0
12,95,5,27,385.75,305.0152355,0
17,38,4,42,340.15,260.2979292,0
23,96,5,45,1243,972.8475347,0
16,50,4,46,461,392.2094751,0
13,87,6,41,580.6375,430.915835,1
15,72,3,24,325,277.6184326,0
10,87,6,34,370.75,305.2054602,0
11,89,4,39,478.2625,401.626545,0
9,76,5,19,163.45,129.5082487,0
21,44,6,43,497.65,432.7520537,0
13,81,6,41,540.6625,414.8814324,0
2,43,5,36,39.7,33.48090972,1
14,96,5,31,521.8,392.8880626,0
14,89,3,24,374.8,316.4725784,0
11,57,4,26,204.775,155.5790072,0
10,88,4,39,430,325.2386574,0
12,80,4,26,313,245.9494686,0
14,77,3,45,607.375,471.1929948,0
6,91,4,44,301.3,242.4024292,0
12,68,5,38,388.6,304.2833871,1
21,75,5,23,453.8125,342.0500085,0
8,87,5,46,401.2,292.3817544,0
13,14,6,34,78.35,64.34505702,0
12,95,5,37,528.25,448.7068907,0
19,79,5,45,845.3125,696.944155,0
13,77,6,45,564.0625,436.8787805,1
22,39,7,30,322.75,274.1024101,0
19,49,7,46,536.325,418.4958892,0
17,52,4,38,420.9,350.8212755,0
1,48,5,27,17.2,13.57091788,1
14,76,4,45,599.5,483.2146492,0
12,86,6,35,452.5,370.1031825,1
10,10,5,39,49.75,42.66169494,1
10,72,4,36,325,259.2268998,0
9,95,6,40,428.5,334.8335939,0
9,81,5,44,401.95,331.7329737,0
16,45,6,29,262,232.083467,0
24,45,6,23,311.5,256.0602887,0
14,35,5,32,197,163.1168121,0
17,67,8,46,655.925,515.508864,0
27,48,6,38,616.6,443.8378678,0
14,46,6,45,363.25,289.4757282,0
23,83,3,42,1003.225,797.5891569,0
13,10,5,43,70.875,63.22997008,0
11,50,5,42,289.75,214.9783595,0
21,61,5,44,705.55,551.4583026,0
23,39,7,32,359.8,288.0319461,0
21,66,5,34,590.05,498.9325088,0
15,36,4,40,271,231.7887194,0
18,82,3,39,720.55,567.8044257,0
17,49,4,13,136.3625,101.2990896,0
13,45,4,43,315.4375,231.4067254,0
10,47,6,36,212.5,177.162241,0
12,95,4,43,613.75,486.8735355,0
21,92,4,42,1015.3,728.5063893,0
12,35,4,43,226.75,202.0450248,0
23,98,6,44,1240.7,1052.477014,0
13,83,5,36,486.55,392.0609485,0
14,45,5,38,300.25,226.8904772,0
11,40,4,40,221,181.207845,0
18,83,5,34,635.95,543.5560401,0
12,68,5,39,398.8,316.2650009,0
10,70,7,32,281,236.1239557,0
11,77,4,42,445.675,381.5613836,0
19,52,6,27,334.45,279.7981723,0
13,86,6,45,629.875,507.632194,0
22,78,5,45,966.25,725.9446234,0
9,43,5,33,160.6375,132.6822598,0
18,61,5,39,536.275,427.7151158,0
31,86,5,43,1433.975,1092.070624,0
10,80,5,46,461,392.0097384,0
31,78,4,30,907.75,730.9369618,0
24,93,6,43,1200.7,886.0239439,0
12,42,5,38,240.4,186.8513816,0
16,48,6,44,423.4,344.3315733,0
10,54,4,30,203.5,171.3956673,0
17,79,5,21,353.5375,311.1880755,0
17,76,3,16,259.4,214.6071689,1
13,81,7,42,553.825,435.1628936,0
27,52,5,40,703,488.9000734,0
4,50,6,45,113.5,96.17228373,1
18,40,6,41,370,289.7048019,0
13,43,4,32,224.6,205.6920251,0
22,80,6,39,859,709.6602366,0
4,51,5,44,113.2,90.85923803,0
7,79,4,46,318.975,284.7046793,0
16,92,5,11,203.4,162.6241271,0
14,76,7,20,267,224.0387575,1
14,44,4,36,278.2,195.4091242,0
6,76,5,40,229,178.6807388,0
10,105,5,41,539.125,366.2484693,0
14,69,7,43,520.225,372.5573353,1
28,84,4,45,1324,1053.481608,0
16,89,5,10,179,144.42325,0
11,86,4,32,379.4,298.9803197,0
9,34,3,41,157.825,133.4633084,0
14,99,3,37,642.025,518.528379,0
16,81,7,43,697.6,537.390235,0
29,38,5,34,469.35,382.7994259,0
7,36,4,42,133.3,113.8278053,0
5,86,6,42,226.75,190.7228687,0
11,9,4,42,52.975,40.30995422,1
9,80,5,34,307,246.7782997,0
8,82,3,40,329,293.9890877,0
17,97,6,33,681.2125,575.9057907,0
24,61,5,22,403.6,290.2731859,0
10,98,6,25,307.25,217.84927,0
13,41,3,24,160.9,126.5741102,0
2,84,6,45,95.5,78.28355296,0
21,73,6,44,844.15,640.1086204,0
12,73,4,43,471.85,388.740454,0
19,70,6,38,632.75,544.0375407,0
14,84,4,46,677.2,563.3845921,0
11,105,3,45,650.6875,532.9867029,0
12,39,5,14,82.9,66.77562096,0
11,91,6,43,539.0375,419.6573003,1
14,93,5,44,717.1,602.1434384,0
26,41,4,43,573.975,495.160754,0
17,79,5,35,588.5625,508.3589015,0
11,44,6,25,152.25,116.3655634,0
13,80,4,27,352,289.6990447,0
8,95,4,37,352.5,325.3710094,0
12,75,5,28,316,247.0998323,0
16,81,5,29,470.8,378.310233,0
12,80,5,42,505,386.6536802,0
4,41,4,40,83,61.72205674,0
20,46,5,21,242.5,196.7671857,0
9,69,5,16,125.2,90.79773212,0
10,91,4,35,399.125,335.2660772,0
8,48,5,9,44.2,33.34864791,0
26,78,5,46,1167.1,965.3775804,0
13,81,5,46,606.475,478.4587997,0
19,42,5,31,310.225,260.9473131,0
15,53,5,43,428.3125,365.8678502,0
21,71,6,35,653.3125,582.2867055,0
25,44,6,45,619.75,451.0272673,0
7,46,4,35,141.875,111.5887159,0
21,45,5,45,532.5625,480.9423324,0
14,79,4,39,540.175,462.0325617,0
25,99,5,40,1238.5,970.5235641,1
9,77,6,32,278.2,210.0575678,1
17,89,4,44,833.15,563.8977221,0
23,52,6,45,673.75,523.8589877,0
6,85,4,42,268.75,218.5903769,0
1,40,7,44,23,18.47705479,1
13,77,5,46,576.575,475.8278809,0
12,78,5,37,433.9,363.8117624,0
27,46,5,46,715.15,597.7235319,0
15,36,6,38,257.5,222.6423222,0
31,91,3,45,1587.8125,1050.431726,0
14,82,4,34,488.9,361.7930684,0
16,81,5,44,713.8,539.4992772,0
14,79,4,36,498.7,433.380643,0
25,40,4,32,401,330.6075541,0
8,91,6,46,419.6,330.9824901,0
8,11,8,43,48.3,38.83491419,0
16,75,4,46,691,562.7579077,0
19,82,7,4,78.9,60.54239161,0
15,73,4,44,603.25,493.8343011,0
13,91,4,46,681.225,501.6989132,0
10,103,5,41,528.875,359.6391761,0
13,90,4,42,615.25,512.6027133,0
14,39,3,37,253.525,212.8563454,0
14,91,4,46,733.55,555.7321192,0
13,82,4,36,480.7,389.0956792,0
19,40,4,42,400,310.7955639,0
14,47,5,46,379.35,294.8500137,0
14,89,6,45,701.875,492.4681361,0
31,71,7,22,606.275,516.910474,1
16,73,5,37,541.2,429.9665925,0
15,87,4,46,751.375,527.1090495,0
14,41,6,46,331.05,244.9482626,0
15,44,6,43,355.75,297.947864,0
17,77,5,46,753.675,649.2966206,0
13,34,5,38,210.95,157.0991932,0
17,96,4,15,307,271.7688183,0
9,42,6,30,142.75,118.4554195,0
14,48,5,46,387.4,312.1293511,0
20,7,6,29,51.75,39.11307905,0
12,83,5,45,561.25,464.1982457,0
20,79,4,35,692.25,533.0502057,0
17,86,6,43,786.825,621.8923226,0
7,71,5,46,286.775,225.4360424,0
11,84,3,44,509.2,407.1016867,0
16,50,3,36,361,301.9129176,0
19,76,6,46,831.3,641.7575461,0
9,75,5,11,93.8125,77.08832675,0
14,94,5,42,691.9,557.3763997,0
14,43,6,44,332.1,262.0514595,0
6,89,4,5,34.375,28.19235644,0
9,73,7,44,362.35,270.387512,0
20,89,4,45,1002.25,863.6682498,0
16,53,6,33,350.8,287.6289324,0
11,86,5,42,497.65,356.0451152,0
9,73,6,26,214.525,161.4814054,0
17,108,4,37,850.15,648.5302638,0
8,41,4,46,189.6,153.851707,1
12,86,6,37,478.3,371.0597737,0
18,83,4,46,860.05,700.5071974,0
18,42,5,28,265.6,220.4926987,0
9,42,6,34,161.65,131.5417495,0
4,91,5,44,201.2,169.5184697,1
18,45,3,31,314.875,256.7723802,0
25,88,5,33,908.5,685.9749339,0
15,44,5,41,339.25,295.3384508,0
15,86,6,38,613.75,466.2249735,0
9,41,6,43,199.3375,169.3333854,0
16,95,6,0,1,0.859210471,0
26,98,6,40,1275,1039.76316,0
0,44,7,45,1,0.83240343,1
8,83,5,33,274.9,246.4571259,0
13,88,5,26,372.8,293.390062,0
12,76,5,40,457,343.2328969,0
28,50,5,45,788.5,729.950829,1
17,9,4,41,79.4125,66.02397246,1
11,87,5,45,539.3125,444.909777,0
9,39,4,37,163.3375,133.5414567,0
16,94,5,40,753,627.5725841,0
1,83,5,37,39.3875,29.97371739,0
18,37,5,43,358.975,295.3192022,0
15,84,6,44,694,583.3753718,0
9,42,6,34,161.65,136.2591364,0
19,86,5,31,634.175,508.1182181,0
17,43,4,44,403.05,321.0938288,0
17,83,1,27,477.2125,383.0828374,0
30,32,5,46,553,453.1272673,0
10,74,5,42,389.5,313.0195404,0
12,79,4,16,190.6,156.332821,0
16,89,4,39,695.2,550.214027,0
21,84,4,44,971.2,785.4658632,0
17,104,4,27,597.7,483.3979171,0
20,93,4,39,907.75,719.4055389,1
6,57,5,42,180.55,149.2022672,0
2,81,4,43,88.075,78.57783452,0
14,81,5,41,582.175,433.9502963,0
16,32,3,39,250.6,204.3920041,0
22,83,4,39,891.175,745.0102093,0
15,93,5,28,489.25,392.5009901,0
17,43,4,42,384.775,293.9357938,0
20,74,4,45,833.5,520.4694335,0
21,90,4,44,1040.5,801.1141688,0
16,64,5,22,282.6,204.9684279,0
25,54,5,21,355.375,281.0948627,0
15,82,3,43,662.125,545.6219169,0
23,50,7,6,87.25,68.47540787,0
16,80,4,36,577,521.2241483,0
13,29,4,41,194.2125,134.2845433,0
18,81,6,46,839.35,703.6199385,0
13,44,5,26,186.9,162.0576635,0
15,43,5,40,323.5,240.0369111,0
13,106,5,41,707.225,575.7290001,0
19,52,5,21,260.35,217.5024445,0
11,88,5,33,400.3,298.5981269,0
15,62,5,40,466,358.7229299,0
16,77,4,39,601.6,429.701751,0
13,79,8,32,411.8,336.2145195,0
2,50,6,41,52.25,41.84275835,0
15,59,4,20,222.25,188.7541985,0
26,37,5,43,518.075,425.9417977,0
16,97,4,19,369.6,310.6378488,0
14,66,5,43,497.65,390.2367937,0
21,46,6,34,411.55,331.0870307,1
